p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.5911967941764373e-240,1.3998117376511505,0.978,0.455,2.923187630581533e-236,2,RAP2A
6.385409324609889e-240,1.1897384256147712,0.978,0.471,1.1730635470240827e-235,2,PLP1
7.188350678309268e-240,1.3936381499228874,0.977,0.378,1.3205719031121956e-235,2,DNER
1.4817607484085069e-238,1.0758144136229633,0.699,0.116,2.722142670901268e-234,2,SNX22
4.303003437922788e-237,1.5484928480547233,0.996,0.52,7.905047615807953e-233,2,SOX8
1.0474082596245727e-234,1.594892571173395,0.994,0.556,1.9241937137563026e-230,2,GPM6B
1.2221857196486482e-233,1.1574206892105143,0.874,0.23,2.2452773855665314e-229,2,OLFM2
1.095714655057672e-232,1.6209559558270734,0.999,0.677,2.012937392806449e-228,2,BCAN
1.1970806153269264e-232,1.263669338393722,0.909,0.269,2.1991567984170964e-228,2,PLPPR1
1.5843929037604903e-226,1.6581478913365881,0.994,0.509,2.910688203498397e-222,2,GRIA2
2.0681628728302467e-226,1.5217156436383203,0.999,0.585,3.799422013676446e-222,2,SCD5
5.899969508823923e-226,1.732818293061841,0.985,0.465,1.0838833984660429e-221,2,AC009041.2
1.0392030536530508e-225,1.381153400222343,0.965,0.365,1.9091199298660194e-221,2,NKAIN4
3.524048784571147e-225,1.0001696855047806,0.708,0.13,6.474030022135654e-221,2,NTN4
1.109322845725599e-224,1.3678917641582942,0.91,0.285,2.037936999882498e-220,2,FGFBP3
1.5107540703021435e-223,1.326011877517629,0.965,0.341,2.7754063025520678e-219,2,FERMT1
1.6674902999441986e-223,1.5030718807792627,0.99,0.558,3.0633464300274874e-219,2,PHLDA1
5.540324472465392e-222,1.2618041690321948,0.941,0.315,1.0178130088366173e-217,2,THY1
5.860716614766459e-221,1.0993973886474078,0.794,0.182,1.0766722492987462e-216,2,RGR
5.736456509532635e-218,1.3322814523752378,0.966,0.371,1.0538444253662404e-213,2,GRIA4
1.5316453354720544e-215,1.6318474078941514,0.997,0.655,2.8137856457957113e-211,2,PTPRZ1
7.304309027352777e-215,1.3687718500344657,0.897,0.296,1.3418746114149787e-210,2,TM7SF2
3.3563264845993517e-211,1.1864044773357527,0.878,0.262,6.165907384857469e-207,2,GALNT13
1.84481641480511e-209,1.0902494616038039,0.887,0.247,3.389112235638467e-205,2,ZNF462
2.3678384334782697e-209,1.3618687925313675,0.931,0.37,4.3499559861429295e-205,2,CYP51A1
8.905946162308637e-209,1.2921684150130464,0.947,0.339,1.6361113694777196e-204,2,SOX6
2.286331612639651e-208,1.2446867867808618,0.962,0.458,4.200219805580303e-204,2,PGRMC1
6.07007446863097e-206,1.1958967751747744,0.93,0.31,1.1151333806321955e-201,2,TTYH1
1.342740171195348e-204,1.1635065906272386,0.875,0.277,2.466747968502974e-200,2,SERINC5
1.9066017060448733e-203,1.05412431075728,0.744,0.166,3.502617994175037e-199,2,CRB1
2.1503152918126287e-203,1.3835532800858688,0.971,0.426,3.9503442225889803e-199,2,C11orf96
7.177773132460031e-202,1.1406427416555553,0.903,0.309,1.3186287021642323e-197,2,SLC44A1
3.815716707342068e-201,1.0733994845101211,0.852,0.241,7.009853163058113e-197,2,RGMB
7.491608585793601e-198,1.0389882829093402,0.827,0.23,1.3762834132961425e-193,2,NCAN
7.631919174370325e-198,1.4743176084007177,0.919,0.347,1.4020598715235723e-193,2,HMGCS1
8.708442363942903e-198,1.401491410952217,0.966,0.553,1.5998279466799508e-193,2,ARL4A
2.786176811272903e-196,1.0291262237426069,0.849,0.235,5.118485419989451e-192,2,LRRN1
2.1537653453255645e-195,1.0085381452490445,0.778,0.19,3.956682315897594e-191,2,MMP16
6.775741522317967e-195,1.2702542812012827,0.921,0.374,1.2447714750650336e-190,2,SIRT2
1.0005545800079353e-193,1.2111721222280494,0.93,0.357,1.838118818932578e-189,2,KIF3A
1.4921745930567971e-193,1.1582977141035309,0.947,0.346,2.741273944904642e-189,2,ROBO1
2.4485706844824718e-192,1.0920657948918593,0.746,0.188,4.498269204462749e-188,2,HMGCR
2.1593570215781754e-189,1.2202042700699596,0.863,0.287,3.966954784341266e-185,2,MSMO1
6.548766195623222e-189,1.0984379489698028,0.93,0.329,1.203073837797942e-184,2,PCDH17
6.043929610375486e-187,1.1808847953703612,0.645,0.124,1.1103303087220806e-182,2,AL359091.1
3.384372697252236e-185,1.2201758460967524,0.965,0.438,6.217431082122083e-181,2,RHOBTB3
1.1615491182055902e-184,1.215125959474149,0.783,0.234,2.1338818850554897e-180,2,P2RX7
2.861651105793969e-183,1.1131245924256676,0.918,0.353,5.2571392464541005e-179,2,CAMSAP2
7.264796760034797e-182,1.240996243050768,0.972,0.636,1.3346158127859926e-177,2,POLR2F
3.243543852633019e-181,1.0045165669937455,0.903,0.303,5.9587144116721185e-177,2,PODXL2
3.712122661366112e-179,1.125456356541938,0.899,0.318,6.819540541195684e-175,2,SEMA5A
2.874903027666511e-176,1.216182680720677,0.987,0.625,5.281484352126147e-172,2,MARCKSL1
1.0152353343083083e-172,1.100151730214233,0.959,0.412,1.8650888326577932e-168,2,FYN
3.3169867399657137e-171,1.009800229662078,0.803,0.228,6.093636339991013e-167,2,TMEM132B
1.837539572734446e-170,1.0492576902311448,0.919,0.335,3.375743949070451e-166,2,APOD
1.3007622836947305e-169,1.004324579278819,0.91,0.4,2.3896303913755897e-165,2,CCSER2
5.3825732527072905e-167,1.0817901773802825,0.944,0.395,9.888325322548564e-163,2,ZCCHC24
5.609702329389621e-166,1.0266510645426319,0.8,0.268,1.0305584149321673e-161,2,ICK
1.086528655201842e-165,1.177253623385833,0.993,0.493,1.9960617924713042e-161,2,MAP2
1.1762676939155721e-165,1.229328831536173,0.99,0.485,2.1609213804922974e-161,2,VCAN
3.499065636440434e-164,1.0427584580362623,0.894,0.348,6.428133480704721e-160,2,PFN2
4.152905568212738e-164,1.0115225655843445,0.86,0.315,7.62930281936362e-160,2,FADS1
5.621459581013358e-161,1.0029438502002042,0.95,0.373,1.0327183396279641e-156,2,LSAMP
4.94131395520328e-156,1.0164550252818194,0.91,0.41,9.077687867103945e-152,2,CNP
1.3400751873002637e-154,1.106408404080111,0.932,0.401,2.461852126589314e-150,2,SCRG1
3.2244505251466166e-154,1.0396037367354856,0.95,0.5,5.92363805974685e-150,2,TCF12
9.680386243659585e-154,1.0364053010340375,0.974,0.467,1.7783837568227024e-149,2,PHYHIPL
9.036707805843746e-153,1.0786352817987126,0.981,0.503,1.6601335910115545e-148,2,SOX2-OT
9.7551099421212e-152,1.1254620497199361,0.969,0.487,1.7921112474670856e-147,2,EPN2
8.99965325585127e-151,1.131841444498082,0.994,0.637,1.6533262996324368e-146,2,OLIG1
1.2262435202382693e-149,1.2024924788517688,0.78,0.273,2.2527319710297245e-145,2,TMEM97
5.932991356218473e-146,1.2053365832069742,0.853,0.365,1.0899498420508956e-141,2,ACAT2
1.3114256029710615e-144,1.1469330828383417,0.972,0.6,2.409219975218137e-140,2,SCD
2.217821518115837e-144,1.142881079528242,0.935,0.528,4.074359910930604e-140,2,FDPS
1.3108486181610893e-142,1.0344236404850808,0.985,0.48,2.4081599964237372e-138,2,NCAM1
7.422531626008747e-139,1.0054997877203726,0.974,0.529,1.363593285014067e-134,2,METRN
2.9009445063635346e-132,1.0174042523351967,0.979,0.498,5.32932515264045e-128,2,SOX2
1.2309791860286486e-131,1.0219013913170438,0.991,0.543,2.26143186265323e-127,2,ETV1
2.6754765246394177e-128,1.033391053295595,0.994,0.564,4.915117923415074e-124,2,GPM6A
1.3646980725889671e-126,1.0759792890788074,0.994,0.756,2.5070868291531915e-122,2,TUBA1A
5.045184209270461e-120,1.0325175696363216,0.974,0.615,9.268507910850764e-116,2,DST
3.059083539978882e-93,1.077040996925383,0.684,0.266,5.619842371295204e-89,2,BCAS1
8.261163118306907e-73,1.0250845967037558,0.847,0.763,1.517658276464162e-68,3,SRI
3.0853740044444876e-64,1.52763884703676,0.69,0.514,5.668140583564968e-60,3,CLU
2.6636573353545994e-56,1.5412484545831866,0.683,0.527,4.893404890779935e-52,3,CRYAB
1.874773202111037e-55,1.4251401508563326,0.564,0.323,3.444145849598186e-51,3,SPARCL1
8.671544975987374e-29,1.0237847136393579,0.495,0.366,1.5930495275386404e-24,3,AL391807.1
8.872414738250258e-24,1.094937128031805,0.414,0.283,1.629951311563955e-19,3,SCG2
1.179086359628395e-22,1.0226760494114768,0.441,0.338,2.1660995512733244e-18,3,LINC00844
3.6745068064466866e-21,1.0276452936742912,0.439,0.325,6.750436454123208e-17,3,MT3
3.2846675653074505e-15,1.2357268904874492,0.465,0.423,6.034262784226317e-11,3,GFAP
4.583037841714984e-14,1.0024504349315588,0.339,0.258,8.419498819014598e-10,3,NPTXR
3.3199171970138055e-11,1.1412753151958044,0.413,0.375,6.099019882634062e-7,3,MT1X
6.88474487449553e-11,1.0611234398549927,0.405,0.355,1.264796480893574e-6,3,SNAP25
2.1826575427795787e-120,1.5852397461296939,0.899,0.339,4.009760171840364e-116,4,LAPTM5
1.3956398389746656e-119,1.6063364129338407,0.92,0.357,2.5639299481803585e-115,4,TYROBP
2.9966323600190746e-119,1.8227786137982154,0.977,0.522,5.505113308591042e-115,4,APOC1
3.432472963067459e-119,1.6231349018004373,0.987,0.898,6.305796080451229e-115,4,APOE
7.679698244233451e-119,1.6298372101998675,0.987,0.94,1.4108373644481272e-114,4,TMSB4X
1.5856082209712766e-118,1.6693378684911986,0.902,0.366,2.9129208627463322e-114,4,AIF1
7.7416974579599555e-118,1.7736750161915094,0.995,0.965,1.4222272400018234e-113,4,FTL
5.963370817679069e-117,1.5919886709210518,0.948,0.389,1.0955308529158217e-112,4,C1QB
1.8584523020433626e-116,1.565254624156204,0.896,0.371,3.4141627240838614e-112,4,CYBA
5.637544615794962e-115,1.7860808220858488,0.86,0.346,1.0356733213676925e-110,4,S100A11
1.7882670721545648e-113,1.5930445499406316,0.904,0.352,3.285225438255151e-109,4,C1QA
1.0043770848029405e-108,1.5333440442250168,0.909,0.473,1.845141142491482e-104,4,NPC2
1.792329598061502e-108,1.4769379487169227,0.886,0.348,3.292688704598785e-104,4,A2M
1.8623936639558822e-107,1.5084758814757897,0.839,0.311,3.4214034000533512e-103,4,FCER1G
3.638362994379835e-107,1.5081305501840112,0.855,0.325,6.684036656975194e-103,4,C1QC
4.831023643870671e-103,1.4236333862696475,0.855,0.332,8.87507353615481e-99,4,RGS10
5.685493019094622e-102,1.4131006889220865,0.811,0.297,1.0444819225378729e-97,4,FOLR2
2.739859545125789e-101,1.4858327543779164,0.785,0.312,5.033395970350587e-97,4,ARPC1B
3.6871743283379046e-99,1.4221820319821052,0.943,0.406,6.773707958589565e-95,4,CD74
3.011191574573565e-98,1.3345374153858023,0.775,0.292,5.531860041649096e-94,4,GYPC
2.1110408243799684e-96,1.4309387269729612,0.873,0.347,3.87819309846844e-92,4,HLA-DPA1
3.655674266767566e-96,2.268039058607415,0.943,0.605,6.715839195478695e-92,4,SPP1
3.220100285927248e-94,1.2863342069195953,0.974,0.832,5.915646235276947e-90,4,B2M
1.5553236825756758e-92,1.3306211030228212,0.824,0.312,2.857285137259774e-88,4,GPR34
8.309092566829588e-92,1.3964235388553856,0.909,0.394,1.5264633954522635e-87,4,HLA-DRA
5.781329923861942e-91,1.1972964731153048,0.904,0.38,1.0620881203126774e-86,4,HLA-E
3.328270966995842e-89,1.311404603342669,0.824,0.317,6.114366593468061e-85,4,HLA-DRB1
8.433818715159462e-89,1.058817935902817,0.974,0.952,1.5493768361619447e-84,4,RPS19
1.1988090081960855e-88,1.3581198119053561,0.746,0.276,2.2023320289570286e-84,4,TREM2
4.0733037714557935e-88,1.259477762819719,0.878,0.338,7.483066358541438e-84,4,MS4A7
4.741897157541919e-88,1.375764268536167,0.746,0.28,8.711339268120258e-84,4,CD68
5.11592775958753e-88,1.2921808719018024,0.904,0.46,9.398470887138253e-84,4,RNASET2
1.9005300490175381e-87,1.440162373122931,0.689,0.247,3.491463753050119e-83,4,CAPG
1.6145140123191516e-86,1.311068967410548,0.728,0.281,2.966023692031513e-82,4,ITGB2
5.007632742843412e-86,1.2274235195500949,0.943,0.859,9.199522111877632e-82,4,TMSB10
9.060091870790779e-86,1.3259630239181859,0.904,0.525,1.664429477582974e-81,4,CTSB
2.3127353113499578e-85,1.281891491196173,0.767,0.304,4.248726040481008e-81,4,CTSZ
1.5005916725767682e-82,1.5057072895500723,0.762,0.3,2.756736961690781e-78,4,C3
8.40972039051175e-82,1.088021051126224,0.964,0.924,1.5449497329409137e-77,4,ITM2B
2.642229474122273e-81,1.3766854656776109,0.803,0.332,4.8540397669100275e-77,4,HLA-DPB1
3.13793122312292e-81,1.353862932349302,0.744,0.286,5.7646934499991165e-77,4,MS4A6A
3.8119982399083066e-81,1.1902641528872935,0.707,0.265,7.00302196653555e-77,4,LY86
1.6948004897680984e-80,1.4072589628879524,0.681,0.248,3.1135179797529735e-76,4,CD14
8.197541696737251e-80,1.0777701912417141,0.956,0.927,1.5059703851076005e-75,4,RPS18
2.6144659644217403e-79,1.1825402854535016,0.705,0.285,4.803035423239179e-75,4,VAMP8
3.1535709474396434e-77,1.2173862786309813,0.762,0.324,5.793425187541369e-73,4,FCGRT
3.956514889864468e-77,1.1958092776651894,0.744,0.289,7.268513504170014e-73,4,IL18
2.019058293530477e-76,1.1191230963708385,0.676,0.253,3.7092119910448397e-72,4,CD53
3.9466224579473807e-75,1.2419579677073336,0.723,0.291,7.250340117495132e-71,4,CSF1R
5.501035227005438e-75,1.1358611494393738,0.697,0.275,1.010595181553169e-70,4,CLIC1
3.1476078839532056e-74,1.1466980944189338,0.562,0.184,5.782470443610434e-70,4,IGSF6
3.4976852172071364e-73,1.2308243798403486,0.609,0.214,6.425597512531231e-69,4,VSIG4
2.856380552445406e-72,1.1563865728322453,0.746,0.349,5.247456712897455e-68,4,GNG5
3.008870016768129e-72,1.3872581033274942,0.845,0.575,5.52759510780473e-68,4,CTSD
5.40265506882398e-72,1.0984986251177706,0.749,0.306,9.925217626936534e-68,4,CTSS
5.280766827442651e-71,1.1373922279706945,0.715,0.296,9.701296738694894e-67,4,HCLS1
1.2234488115092036e-70,1.281007771538315,0.731,0.329,2.2475978116235578e-66,4,PRDX1
3.2878403410226636e-70,1.1202535695254006,0.725,0.295,6.040091490492735e-66,4,PLXDC2
2.108431695078546e-69,1.1179944063283211,0.746,0.342,3.873399867028797e-65,4,CD99
2.3018444974758865e-69,1.2678182860914504,0.782,0.373,4.228718526312951e-65,4,KCTD12
4.0716215268562717e-69,1.0330633520834658,0.723,0.283,7.479975906987657e-65,4,SLA
8.820961632858363e-69,1.2886611339888128,0.896,0.777,1.62049886157241e-64,4,PSAP
1.4687059164429556e-68,1.1228404108995462,0.723,0.299,2.698159639097354e-64,4,ARHGDIB
3.0870039176319584e-68,1.1212887960812696,0.896,0.69,5.671134897081671e-64,4,ASAH1
7.115053570704981e-68,1.250339733871038,0.731,0.313,1.307106491474212e-63,4,SLCO2B1
5.8118298271993036e-67,1.0521027014923074,0.674,0.275,1.067691257554784e-62,4,LST1
9.98789482127e-67,1.1913467832385018,0.723,0.326,1.8348761576155118e-62,4,CYFIP1
1.2582083836417376e-66,1.0881400701658388,0.72,0.294,2.311454621588236e-62,4,CD37
1.99064107002111e-65,1.013433942656255,0.759,0.326,3.6570067097357814e-61,4,CPM
1.2261131044942062e-64,1.0306482565282549,0.896,0.593,2.252492384266306e-60,4,HLA-B
2.082097745090298e-64,1.1402723675410158,0.87,0.745,3.825021767505387e-60,4,ARPC3
2.1732125627085972e-64,1.6094046899866594,0.663,0.273,3.992408798951964e-60,4,APOC2
2.883748418005096e-64,1.0868988680337008,0.58,0.211,5.297734218717161e-60,4,UCP2
1.1528739400813467e-63,1.0294780025905232,0.65,0.242,2.117944715323442e-59,4,SCIN
3.131908839511074e-63,1.0098879492873416,0.699,0.286,5.753629729065794e-59,4,VSIR
1.3552179736230931e-62,1.0382570157774413,0.699,0.294,2.4896709393429844e-58,4,HLA-DMA
2.7304623958549687e-61,1.4243314533964575,0.692,0.316,5.016132467425163e-57,4,LGALS1
3.3860927211436456e-60,1.1030249376650687,0.725,0.381,6.220590938012991e-56,4,CXCL16
4.7345192111998084e-60,1.0407257121235376,0.699,0.295,8.697785242895168e-56,4,CREG1
1.8518435689776467e-58,1.0181747508886938,0.567,0.211,3.4020218205688344e-54,4,FCGR1A
7.254374671597645e-58,1.0743495837509633,0.772,0.431,1.3327011709192033e-53,4,WASF2
1.1059612998928816e-56,1.3063901092482717,0.775,0.499,2.031761504033213e-52,4,SH3BGRL3
7.084986143491676e-56,1.1657880129984108,0.567,0.211,1.3015828044208557e-51,4,GPNMB
1.5644061005681948e-54,1.0027769594492872,0.637,0.289,2.8739704473538307e-50,4,TSPO
2.0829029923390712e-54,1.0362206119046147,0.565,0.225,3.826501087226108e-50,4,SIGLEC10
2.2450936098796112e-54,1.0540712905393563,0.762,0.477,4.124461470709834e-50,4,GRN
3.601827954865006e-54,1.2508412999892045,0.777,0.504,6.616918135882503e-50,4,LIPA
9.58705108833074e-49,1.0512232034593267,0.71,0.415,1.7612371554372402e-44,4,COTL1
5.159125129968424e-48,1.00029960485175,0.788,0.542,9.477828776264992e-44,4,CAPZB
3.140674400636969e-41,1.0158356958207428,0.619,0.333,5.769732941410176e-37,4,AP1B1
3.1097584127358352e-40,1.240713148110538,0.425,0.163,5.712937180037003e-36,4,LGALS3
3.1755939179787725e-156,2.7748058187382583,0.866,0.18,5.833883586718803e-152,5,CD83
1.5112052233544598e-152,1.573295070575148,0.564,0.056,2.7762351158244782e-148,5,ICAM1
2.963376108689481e-149,2.0892793320158485,0.485,0.038,5.444018249273445e-145,5,IL1A
3.488118024997937e-145,4.188495917605334,0.797,0.156,6.40802162372371e-141,5,IL1B
9.724318708276228e-139,3.0787758275817505,0.866,0.211,1.7864545898974257e-134,5,TNFAIP3
1.193836727468898e-137,1.558666785397137,0.594,0.069,2.1931974520331127e-133,5,AC079753.2
3.1321267622495196e-127,2.5268752933903564,0.802,0.175,5.754030074928592e-123,5,BAG3
3.761193451488503e-126,1.015840537462797,0.421,0.033,6.90968848972953e-122,5,ICAM4
1.6159206113614354e-123,1.2689444929196558,0.47,0.047,2.9686077551320927e-119,5,NR4A3
1.0387850018094856e-122,2.7658338418722344,0.926,0.277,1.908351926824206e-118,5,IER3
4.856190098464521e-120,2.0542285294105387,0.757,0.157,8.921306829889171e-116,5,NFKBIZ
1.4076193121352756e-119,2.5293208249590733,0.99,0.395,2.5859374383237147e-115,5,KLF2
6.173115870397871e-117,3.507790179749358,0.906,0.3,1.134063116550793e-112,5,CCL3
6.602902314339549e-117,1.9203120585367066,0.856,0.21,1.2130191841673184e-112,5,AC020916.1
2.0211132358571488e-114,2.899232397585471,0.431,0.041,3.712987125593168e-110,5,G0S2
8.003790936896344e-113,2.1204618231835552,0.876,0.259,1.4703764330172275e-108,5,NR4A1
3.8319280429079007e-112,2.5356518467816276,0.98,0.43,7.039635007626105e-108,5,PPP1R15A
1.3567248670709103e-110,1.2822237430785082,0.574,0.084,2.4924392532959694e-106,5,NFKBID
4.164949622853192e-110,2.432942927742742,0.891,0.266,7.6514289521435985e-106,5,ATF3
8.3687467826335095e-109,2.247910714883596,0.644,0.116,1.537422471437602e-104,5,DUSP2
2.6606610003846847e-108,2.2826651692566204,1,0.512,4.887900323806704e-104,5,FOSB
1.0477572122765007e-102,2.6013818568649127,0.995,0.46,1.9248347746731596e-98,5,NEAT1
2.4356309366810317e-100,3.1939963074860716,0.926,0.371,4.474497593776723e-96,5,CCL4
7.235635425322423e-100,2.3059189193217464,0.995,0.501,1.3292585839859824e-95,5,HSPA1A
1.5867935380264626e-99,1.8678124418738977,0.683,0.145,2.9150984087084144e-95,5,KLF4
2.0291608861022084e-99,2.07691987474211,0.871,0.276,3.727771463858367e-95,5,ZFP36
1.0993049643260323e-98,2.1609908444573467,0.668,0.141,2.0195331499633538e-94,5,BCL2A1
3.343927820339496e-92,1.7499192181956666,0.891,0.33,6.143129798745688e-88,5,REL
3.670088336450775e-92,1.982074894648416,0.713,0.177,6.742319282893719e-88,5,NR4A2
9.113029973820215e-92,2.402253390245107,0.926,0.482,1.6741547364905115e-87,5,SOD2
8.6861515378253e-91,1.5703973350662315,0.752,0.182,1.595732899013886e-86,5,PMAIP1
3.726935116049691e-89,2.0983609808176626,0.985,0.618,6.846752501694887e-85,5,DUSP1
1.8061181534452215e-88,2.563341942293601,0.965,0.707,3.318019659694216e-84,5,NFKBIA
4.574399560455343e-88,1.6798137153631316,0.97,0.34,8.40362943251251e-84,5,CXCR4
2.240250623805067e-85,1.7514988756888354,0.604,0.124,4.1155644209922886e-81,5,DNAJA4
1.4207319922423502e-84,3.0240866802189186,0.797,0.263,2.6100267429484217e-80,5,CCL4L2
1.652892956705508e-84,1.8895471629201084,0.975,0.509,3.036529650763689e-80,5,HSPA1B
5.119181130785199e-84,1.8076185934881526,0.485,0.078,9.40444765536549e-80,5,TNF
3.2865138031295705e-82,1.382872568519045,0.624,0.136,6.037654507729334e-78,5,C5AR1
2.5799198142572733e-81,1.5116222907517498,0.52,0.094,4.739570690772036e-77,5,NLRP3
4.951092705874956e-81,2.890175201784044,0.658,0.164,9.095652409962881e-77,5,CXCL8
5.033956122604411e-79,3.137547522082324,0.703,0.204,9.247880792836562e-75,5,CCL3L1
1.1578116959889312e-77,1.1817035466010584,0.535,0.1,2.1270158667012654e-73,5,TAGAP
4.606071642115576e-77,1.3488314636949854,0.708,0.189,8.461814213730525e-73,5,SERPINB9
3.144944522445748e-76,1.725376416391338,0.743,0.222,5.777577582185084e-72,5,OLR1
4.1005857931260525e-76,1.4030585450067046,0.663,0.169,7.533186160551871e-72,5,CDKN1A
9.732821790350621e-76,1.8502501780839467,0.95,0.404,1.7880166911053125e-71,5,SRGN
1.8300869998418655e-75,2.2725046392781154,0.916,0.496,3.3620528274094912e-71,5,GADD45B
5.378694964040659e-75,1.3042754164297314,0.401,0.057,9.881200518439096e-71,5,PTGS2
8.572248387676175e-75,1.7002487830536746,0.995,0.963,1.57480775129999e-70,5,HSP90AA1
1.0548296000776368e-73,1.757047677531557,0.99,0.825,1.9378274583026264e-69,5,FOS
1.5937172279951972e-73,1.3856666238979645,0.431,0.069,2.9278179195499767e-69,5,PLAUR
4.0889200494939564e-73,2.1333564412535,0.931,0.508,7.511755022925347e-69,5,KLF6
7.192583213295477e-73,1.7056950081888251,0.96,0.389,1.321349462114512e-68,5,RGS1
9.996812010357347e-73,1.842269309280387,0.95,0.545,1.8365143344227482e-68,5,IER2
1.8666128043287543e-72,1.3676285228269116,0.668,0.18,3.4291543828323544e-68,5,TNFAIP2
3.2088214055938176e-72,1.960591907092887,0.624,0.161,5.894925804216402e-68,5,PLEK
2.503017665278573e-71,1.5635138965559658,0.901,0.343,4.5982937528832666e-67,5,CEBPB
2.1828931127976565e-70,1.5614850436574783,0.658,0.179,4.0101929375205746e-66,5,PDGFB
4.6178587674239954e-70,1.204771418481372,0.49,0.097,8.483468341634622e-66,5,GRASP
4.9795530153002484e-70,1.9068534289563028,0.995,0.661,9.147936844408086e-66,5,SAT1
1.7053966929616748e-69,1.9232037627095342,0.955,0.663,3.1329842646398925e-65,5,HSPH1
2.39355133115618e-68,1.4829184939974924,0.762,0.294,4.397193150467018e-64,5,KDM6B
5.732499331894492e-68,1.8468193350465356,0.837,0.328,1.0531174522623372e-63,5,PLIN2
1.721941389623636e-67,1.5824343278893918,0.965,0.6,3.163378526877582e-63,5,JUNB
1.160999722756909e-66,1.7563867175721233,0.95,0.593,2.1328725906767175e-62,5,ZFAND5
4.914265336496422e-66,1.639848435975554,0.995,0.81,9.027996849677576e-62,5,JUN
7.582877030080663e-66,1.4872532135928846,0.574,0.133,1.3930503391961186e-61,5,RGS16
3.117680269128184e-65,1.4741042504570343,0.97,0.392,5.727490422415387e-61,5,CEBPD
4.922190801088666e-65,1.1799974212561706,0.649,0.179,9.042556720679987e-61,5,IRF8
1.0511910786311836e-64,1.4767878821522533,0.941,0.519,1.9311431305533474e-60,5,MCL1
9.047408284381733e-64,1.834377106010053,0.936,0.538,1.6620993759237681e-59,5,IER5
1.3271187031652957e-61,1.0684537801185778,0.277,0.031,2.4380497695849646e-57,5,BIRC3
4.0065429971638264e-61,1.083251798925772,0.728,0.231,7.360420140089666e-57,5,FCGR2A
7.980858319035903e-61,1.2126163145817888,0.827,0.294,1.4661634817900858e-56,5,MERTK
9.649963764737315e-60,1.706608611564981,0.614,0.163,1.772794843219892e-55,5,CD69
6.072881791596712e-59,1.2373025304557541,0.901,0.384,1.115649113934232e-54,5,AKAP13
1.61053164823922e-58,1.5078705259234964,0.975,0.817,2.9587076909802713e-54,5,DNAJB1
1.937110936976796e-58,1.074271549154088,0.465,0.097,3.558666502320072e-54,5,AC253572.2
4.603669427652088e-57,1.276823291472109,0.688,0.253,8.457401105539651e-53,5,MAFF
6.892628189326096e-57,1.8499530279165524,0.629,0.197,1.266244724661097e-52,5,GPR183
3.1292344088726693e-56,1.821039210752135,0.649,0.231,5.748716532539981e-52,5,AZIN1-AS1
4.221007455172205e-56,1.6345765465418514,0.718,0.277,7.754412795896858e-52,5,PHACTR1
4.509307807117357e-56,1.1076018063675077,0.99,0.954,8.2840493724552965e-52,5,UBC
3.1000381516339368e-55,1.4032213203116446,0.757,0.322,5.695080088366705e-51,5,NAMPT
2.5655243520077586e-54,1.0434798922575097,0.851,0.304,4.713124787073453e-50,5,MS4A6A
3.2096182138647267e-54,1.1164191749773638,0.96,0.362,5.896389620690889e-50,5,MS4A7
4.350817680604527e-54,1.3015339255317264,0.965,0.588,7.992887161038577e-50,5,HERPUD1
5.313671966844155e-54,1.2258866772066792,0.554,0.163,9.761746770289398e-50,5,IRF1
6.002033135979938e-54,1.1977421848561054,0.515,0.14,1.1026335074108744e-49,5,RASGEF1B
6.338642572290181e-54,1.4976276300013216,0.842,0.331,1.1644720269554291e-49,5,PDK4
7.273389504062412e-54,1.098499362342133,0.693,0.226,1.3361943857913058e-49,5,KLHL6
6.792573407797708e-53,1.0265908134072042,0.832,0.312,1.247863660746517e-48,5,HCLS1
2.796156806003205e-51,1.4237297686272838,0.955,0.64,5.136819668308489e-47,5,SLC1A3
1.1657686469211022e-50,1.3583535610265538,0.782,0.291,2.1416335812587567e-46,5,SLC11A1
1.3075708967853838e-50,1.1866854605371517,0.975,0.432,2.4021384944844287e-46,5,CD74
6.92254102112157e-50,1.1703094707172943,0.663,0.222,1.2717400109902437e-45,5,SAMSN1
8.047739015621142e-50,1.0418882696652587,0.579,0.176,1.47845013455976e-45,5,MYLIP
3.976857485486414e-49,1.6736771027930226,0.921,0.751,7.305884886587092e-45,5,HSPD1
5.715549698682291e-49,1.3900005299877014,0.604,0.197,1.0500036351449238e-44,5,HMOX1
8.650442406202047e-49,1.2869624234230388,0.896,0.537,1.589172774443378e-44,5,EGR1
1.278535848466246e-47,1.0735947491802975,0.673,0.259,2.3487982072173405e-43,5,XBP1
1.3039504622286997e-46,1.110609685700111,0.95,0.543,2.395487394160344e-42,5,CTSB
1.6988733691050377e-46,1.2818771444108858,0.653,0.224,3.1210002663828645e-42,5,IFI30
4.155038967387203e-46,1.2347143817578374,0.649,0.249,7.633222086987031e-42,5,ELL2
1.843552893451103e-45,1.1491450935993868,0.564,0.186,3.386791020559021e-41,5,RILPL2
2.6795479573939894e-45,1.0093182193700017,0.965,0.418,4.922597552528498e-41,5,HLA-DRA
2.873539281758382e-45,1.026784858553492,0.876,0.363,5.278979014518324e-41,5,FKBP5
6.641928251156311e-45,1.0524679526117606,0.644,0.236,1.2201886390199258e-40,5,LITAF
